ordinal,frameId,frameName,nodeId,nodeName,adjacentText,ancestorNames,ancestorIds,family,icon,style,fills,svg,geometryKey
1462,FKM0u,13B. Global settings · Desktop dark,OsSUA,Open Resources,"Resources Parallel task limits and per-task memory, across all projects.",13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Resources settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/iXPyX,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1463,FKM0u,13B. Global settings · Desktop dark,j3pAz,Skills icon,Skills Updates for skill collections installed on this machine.,13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Skills settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/FN0ov,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
1464,FKM0u,13B. Global settings · Desktop dark,OsSUA,Open Skills,Skills Updates for skill collections installed on this machine.,13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Skills settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/FN0ov,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1465,FKM0u,13B. Global settings · Desktop dark,j3pAz,Agent accounts icon,Agent accounts Agent logins and default runner/model preferences.,13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Agent accounts settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/T6jkw,lucide,key-round,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-key-round-95b132a639e7.svg,lucide/key-round/95b132a639e7
1466,FKM0u,13B. Global settings · Desktop dark,OsSUA,Open Agent accounts,Agent accounts Agent logins and default runner/model preferences.,13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Agent accounts settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/T6jkw,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1467,FKM0u,13B. Global settings · Desktop dark,j3pAz,Projects icon,Projects Connected repositories and the checkout location.,13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Projects settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/MjybU,lucide,folders,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-folders-9606cd829815.svg,lucide/folders/9606cd829815
1468,FKM0u,13B. Global settings · Desktop dark,OsSUA,Open Projects,Projects Connected repositories and the checkout location.,13B. Global settings · Desktop dark > Page workspace > Page content > Settings navigation and content > Settings content > Projects settings link,FKM0u/FYFBz/FLFl7/c3C0gv/NFzww/MjybU,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1469,O5aKA7,13D. Global settings · Mobile dark,gf66U,Open navigation,Cezarion,13D. Global settings · Mobile dark > Shared mobile header,O5aKA7/TTuGE,lucide,menu,box-sizing: border-box; flex-shrink: 0; height: 20px; width: 20px,#8992A6,icons/lucide-menu-fdc199b4cb7c.svg,lucide/menu/fdc199b4cb7c
1470,O5aKA7,13D. Global settings · Mobile dark,pbEXQ,Action icon,General · Sections,13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings sections > General · Sections,O5aKA7/f1iVGw/L7m8D/cnEeC/a6HDZD,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
1471,O5aKA7,13D. Global settings · Mobile dark,j3pAz,Appearance icon,"Appearance Theme, accent and interface density.",13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Appearance settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/C1QEu,lucide,palette,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-palette-955985ec419e.svg,lucide/palette/955985ec419e
1472,O5aKA7,13D. Global settings · Mobile dark,OsSUA,Open Appearance,"Appearance Theme, accent and interface density.",13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Appearance settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/C1QEu,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1473,O5aKA7,13D. Global settings · Mobile dark,j3pAz,Notifications icon,Notifications Browser notifications when an agent needs your attention.,13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Notifications settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/R63huq,lucide,bell,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-bell-68832157a879.svg,lucide/bell/68832157a879
1474,O5aKA7,13D. Global settings · Mobile dark,OsSUA,Open Notifications,Notifications Browser notifications when an agent needs your attention.,13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Notifications settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/R63huq,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1475,O5aKA7,13D. Global settings · Mobile dark,j3pAz,Resources icon,"Resources Parallel task limits and per-task memory, across all projects.",13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Resources settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/eVRUT,lucide,cpu,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-cpu-78353ca31ba0.svg,lucide/cpu/78353ca31ba0
1476,O5aKA7,13D. Global settings · Mobile dark,OsSUA,Open Resources,"Resources Parallel task limits and per-task memory, across all projects.",13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Resources settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/eVRUT,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1477,O5aKA7,13D. Global settings · Mobile dark,j3pAz,Skills icon,Skills Updates for skill collections installed on this machine.,13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Skills settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/beI7y,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
1478,O5aKA7,13D. Global settings · Mobile dark,OsSUA,Open Skills,Skills Updates for skill collections installed on this machine.,13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Skills settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/beI7y,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1479,O5aKA7,13D. Global settings · Mobile dark,j3pAz,Agent accounts icon,Agent accounts Agent logins and default runner/model preferences.,13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Agent accounts settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/ZFLAX,lucide,key-round,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-key-round-95b132a639e7.svg,lucide/key-round/95b132a639e7
1480,O5aKA7,13D. Global settings · Mobile dark,OsSUA,Open Agent accounts,Agent accounts Agent logins and default runner/model preferences.,13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Agent accounts settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/ZFLAX,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1481,O5aKA7,13D. Global settings · Mobile dark,j3pAz,Projects icon,Projects Connected repositories and the checkout location.,13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Projects settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/VV65C,lucide,folders,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-folders-9606cd829815.svg,lucide/folders/9606cd829815
1482,O5aKA7,13D. Global settings · Mobile dark,OsSUA,Open Projects,Projects Connected repositories and the checkout location.,13D. Global settings · Mobile dark > Page content > Settings navigation and content > Settings content > Projects settings link,O5aKA7/f1iVGw/L7m8D/WIlJF/VV65C,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1483,iVBEz,14A. Task changes · Desktop light,cgB89,Search,Search… ⌘K,14A. Task changes · Desktop light > Shared project navigation > Search tasks,iVBEz/hoU3c/ybjGr,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
1484,iVBEz,14A. Task changes · Desktop light,tZRqN,New task icon,New task,14A. Task changes · Desktop light > Shared project navigation > Workspace links > New task,iVBEz/hoU3c/bb25v/qc4mQ,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
1485,iVBEz,14A. Task changes · Desktop light,tZRqN,New task icon,All tasks,14A. Task changes · Desktop light > Shared project navigation > Workspace links > All tasks,iVBEz/hoU3c/bb25v/w9L9KD,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3
1486,iVBEz,14A. Task changes · Desktop light,f4huG,Expand project,cezar main,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > iac expanded,iVBEz/hoU3c/OP2By/FbK2w,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
1487,iVBEz,14A. Task changes · Desktop light,tZRqN,New task icon,Tasks,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > Tasks,iVBEz/hoU3c/OP2By/X1Nlc6/OX1gU,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c
1488,iVBEz,14A. Task changes · Desktop light,tZRqN,New task icon,Git,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > Git,iVBEz/hoU3c/OP2By/X1Nlc6/EnvoZ,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
1489,iVBEz,14A. Task changes · Desktop light,tZRqN,New task icon,GitHub,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > GitHub,iVBEz/hoU3c/OP2By/X1Nlc6/k0oRA,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86
1490,iVBEz,14A. Task changes · Desktop light,tZRqN,New task icon,Skills,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > Skills,iVBEz/hoU3c/OP2By/X1Nlc6/nuHSs,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
1491,iVBEz,14A. Task changes · Desktop light,tZRqN,New task icon,Workflows,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > Workflows,iVBEz/hoU3c/OP2By/X1Nlc6/CHKpB,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44
1492,iVBEz,14A. Task changes · Desktop light,tZRqN,New task icon,Settings,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > Settings,iVBEz/hoU3c/OP2By/X1Nlc6/CcnMu,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5
1493,iVBEz,14A. Task changes · Desktop light,cOCez,Session status,Fixing finalization failure Parent · Done #217,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session,iVBEz/hoU3c/OP2By/qDFcK/z4zFw,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#187447,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1494,iVBEz,14A. Task changes · Desktop light,r3iXr,Reference status glyph,#217,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue,iVBEz/hoU3c/OP2By/qDFcK/z4zFw/F88dJ/HPxph/zfD1m,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0
1495,iVBEz,14A. Task changes · Desktop light,cOCez,Session status,Implementation worker Worker · Done,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker,iVBEz/hoU3c/OP2By/qDFcK/E5FWJ/tVXld/bTWrG,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#187447,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1496,iVBEz,14A. Task changes · Desktop light,cOCez,Session status,Planning CI follow-up Parent · Running,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Delegated worker parent,iVBEz/hoU3c/OP2By/qDFcK/xJrri,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#6D28D9,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1497,iVBEz,14A. Task changes · Desktop light,cOCez,Session status,CI regression checks Worker · Needs review #219,14A. Task changes · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example,iVBEz/hoU3c/OP2By/qDFcK/dcZPW/CtBMx/ynL0t,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#6D28D9,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
